Document Count,Query,Query Duration Micros
427500,"in to announce that Miss Manette had arrived from London,",426
428000,"“My father,” said Lucie, softly laying her hand on his.",570
428500,“Never.”,38410
429000,"be true,” said Defarge, in a low",1207
429500,"change,",5383
430000,"“Now,",77109
430500,"can depart,",1071
431000,"As the trial had proceeded, her countenance",1526
431500,"is, in prospect, more terrible to me than my",1255
432000,NORA.,2611
432500,her dance gives,2109
433000,here of noble width,99
433500,a very solemn,2234
434000,"can tell you, I think,",23141
434500,from our,41590
435000,* *,6
435500,"said Sir Wilfrid, throwing away his cigarette.",336
436000,"Lady Henry, beside herself. ""_Montresor!_ That's new to",373
436500,the,642980
437000,"child, leading him, opened",1632
437500,who was in the expedition of five,774
438000,Julie's hand in hers.,550
438500,powers of the moral,1541
439000,opened noiselessly and a man in,235
439500,astonishment.,1510
440000,them to those of my cloth who wish to become,1003
440500,"thoughts, took his arm and led him",4894
441000,"“Hey, friend!” cried the duke.",374
441500,obeyed.,695
442000,his back into his saddle-bags and sheathed his sword.,55
442500,"once,” replied Grimaud, a",1214
443000,"“His eminence asks for the letter,” said Bernouin, passing back",246
443500,In which it is,105945
444000,“Yes.”,22704
444500,she summoned you this morning and that she told you,1041
445000,“From whom?”,19256
445500,lasting remorse,357
446000,so?”,128574
446500,"“Yes, but it was fated that",195
447000,“Quite a canoe.”,306
447500,"“Ah, monsieur le chevalier,” said Planchet, bowing.",374
448000,"wish to do, madame, all that your majesty pleases.”",528
448500,"“Me, also!” repeated Porthos.",3916
449000,“By the,175288
449500,Your face is,24349
450000,drunk. The first night,1972
450500,Barney’s arms around me and,122
451000,crazy adventures should have turned out like this.,710
451500,said Mrs. Arbuthnot,1180
452000,"they would sit comfortably together, suffused in",113
452500,she didn’t come to dinner after all. .,4655
453000,my heart; and,24101
453500,"He smiled, and assured her that whatever she wished",2324
454000,"attachment to Hertfordshire. Anything beyond the very neighbourhood of Longbourn,",225
454500,"I suppose, to believe",6128
455000,"all, are you engaged",2702
455500,is,193318
456000,“Ah!” said the girl; “but you see she don’t.”,8034
456500,get,19613
457000,"I was rather confused, thinking it must be",1219
457500,"think I recollect though,",749
458000,"evening, coming to such a check, when",2033
458500,that Mr. Jaggers—”,1147
459000,the landlord. “Ever since he was—no height at all.”,44
459500,"heart,” I",22496
460000,"the commission, he will immediately grant warrants for apprehending",73
460500,"disappeared. “Why didn’t you talk, Lucy? He prefers young people,",163
461000,"al Maggio,” he murmured. “‘War",27
461500,"bumble-puppy,” cried Freddy, joining them. “Minnie, don’t you listen to",50
462000,is so. I will,85646
462500,disgust.,702
463000,"in the years 1868 and 1869, by LOUISA M. ALCOTT,",50
463500,is,188876
464000,never think it is impossible,4895
464500,"I'll harrow up your feelings first, by asking if you",101
465000,keep you well. You don't,11711
465500,"see where we shall all be then? I do,"" returned",8477
466000,done,19433
466500,"answer for an instant; then Laurie asked sharply,--",1075
467000,and the boat went smoothly through the,195
467500,=Proverb Stories.= =A Garland,287
468000,"“I don’t mean a kiss,",2956
468500,"out to us,” Starkey said, when they had",168
469000,"and as it tore him, the perspiration dripped down",54
469500,Lord Shoreman,19
470000,"ALGERNON. Well, Cecily is a darling.",1099
470500,"Respected Sir, Your very humble servant,",700
471000,i and u as,224
471500,and entreated him. But he answered them not. He,578
472000,Yet you are not evil when you,3655
472500,it means that,10915
473000,"left and shot by, amongst a lot of snags that",64
473500,my paddle ready. There was a big steamboat,188
474000,"how good it was all this happened so, and how",6058
474500,“_Noth’n!_”,65
475000,"galleys cleave the liquid plain, Of those Calydnæ’s sea-girt",35
475500,"of heaven he stood, Amidst alarms, and death, and dust,",304
476000,"ways, Confusedly regular, the moving maze: Now forth at",176
476500,See Cary’s Dante:,39
477000,least to do something to correct,1009
477500,"of another celebrity, Verlaine, are not less affected",63
478000,Footnote 92:,105
478500,his pulse and rouses him from the lethargy that,68
479000,a libel. I’m too poor.”,127
479500,“All right.”,22923
480000,"told you I went there,” said Gatsby.",1022
480500,READ THIS BEFORE YOU DISTRIBUTE OR USE THIS WORK,1641
481000,"piece of cloth, which, being a tailor, he",645
481500,is absolutely in custody?” said,196
482000,“What sort of person is he?”,8113
482500,it impious to attempt that which the Almighty,219
483000,"One day,",34856
483500,esteemed most,565
484000,said,149737
484500,peasants; but his eye vainly,542
485000,"is, the worst in the",2709
485500,fulfil before I take leave of,380
486000,initiation into Parisian life—a,65
486500,"we shall have the pleasure of waiting upon you,’",4416
487000,flower of which love is the fruit; happy is he,1194
487500,“What music?”,5176
488000,"these papers,",2513
488500,M. le Baron,799
489000,“When?”,86729
489500,"mean, have you done anything",10178
490000,"‘Foul deeds will rise,",1398
490500,suffice to apprise them; will you,86
491000,and tried to raise,2221
491500,"d’Avrigny,” cried Villefort, “I",529
492000,"Caderousse, “one can’t always work—one is not",31
492500,"“Well, listen, Morcerf.”",1912
493000,his head.”,26781
493500,the baroness to,832
494000,no,101410
494500,"“Thank you,",7597
495000,the echo of that room which,468
495500,"as for that,” said Danglars, angry",4396
496000,CHAPTER III.,3106
496500,you were going to your uncle’s.”,764
497000,good,55562
497500,happy?”,9488
498000,have been disinherited because she made what,119
498500,hands and placed them gently,2368
499000,seemed to,28514
499500,"and Sir James,",2822
500000,was felt to be so public and important that,4566
500500,she is giving up a fortune for the,6263
501000,I am,57686
501500,[Illustration],4078
502000,but,404715
502500,then?”,95975
503000,to sleep after seeing you. How quickly you have made,11389
503500,grew greater at,4044
504000,"managed to please you?” asked Rakitin, instantly almost offended.",613
504500,"Ilyitch, after",359
505000,"lady’s drunk too much,” Maximov",336
505500,"you assert ... yes, perhaps there is something",449
506000,as they,107464
506500,"Alexey Fyodorovitch, how people do go out of their",1026
507000,universal habit of mankind for the seven thousand years.,1313
507500,“Not,226718
508000,"was, the evangelist had been a powerful man and had",134
508500,corner room on the second floor,5086
509000,in every way. But,30451
509500,“If it cost me my job!”,1428
510000,"Otherwise, I shouldn’t be",1380
510500,Cleo’s,75
511000,K. K. K. and,541
511500,“Yes!”,35485
